ASIN;SKU;OTTOKOD;DETAY;DESİ-KG;;INVOICE ÜRÜN BEDELİ;US FEDEX KARGO ÜCRETİ;FEDEX İŞLEM ÜCRETİ;DUTY OTAN;DUTY;VERGİ ORANI;VERGİ
B0CGF44XV5;OT-Knot-Bookmark-Damson;6220-Bordo;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF52ZTG;OT-Knot-Bookmark-Green;6220-Haki;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5FFVL;OT-Knot-Bookmark-Blue;6220-Mavi;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF4S7V8;OT-Knot-Bookmark-Mink;6220-Vizon;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5PRLT;OT-Mag-Bookmark-Chestnut;6221-Kestane;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5149P;OT-Mag-Bookmark-Camel;6222-Camel;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5WF4M;OT-Mag-Bookmark-LBrown;6222-Taba;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF432FM;OT-Mag-Bookmark-Damson;6223-Bordo;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF68LDV;OT-Mag-Bookmark-Green;6223-Haki;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF47FD2;OT-Mag-Bookmark-Blue;6223-Mavi;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF692P5;OT-Mag-Bookmark-Mink;6223-Vizon;Mıknatıslı Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF6JKQ9;OT-Knot-Bookmark-Camel;6224-Camel;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF4DS1C;OT-Knot-Bookmark-LBrown;6224-Taba;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF614C6;OT-Knot-Bookmark-Chestnut;6225-Kestane;Biyeli Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5WF4N;OT-Tri-Bookmark-Damson;6226-Bordo;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF57WC9;OT-Tri-Bookmark-Green;6226-Haki;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF3FSBF;OT-Tri-Bookmark-Blue;6226-Mavi;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF64Q6D;OT-Tri-Bookmark-Mink;6226-Vizon;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5BMWJ;OT-Tri-Bookmark-Camel;6227-Camel;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF7C824;OT-Tri-Bookmark-LBrown;6227-Taba;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CGF5LL98;OT-Tri-Bookmark-Chestnut;6228-Kestane;Üçgen Kitap Ayracı;0,5;;1,00;9,27;1,12;1,8;0,02;15,0;0,15
B0CCYSMG3Z;OT-GeLet-PassportHolder-Camel;6229-Camel;Journey Passport Holder;0,5;;1,80;9,27;1,12;4,5;0,08;15,0;0,27
B0CCYWSNNY;OT-GeLet-PassportHolder-LBrown;6229-Taba;Journey Passport Holder;0,5;;1,80;9,27;1,12;4,5;0,08;15,0;0,27
B0CCYSSVYL;OT-GeLet-PassportHolder-Chestnut;6230-Kestane;Journey Passport Holder;0,5;;1,80;9,27;1,12;4,5;0,08;15,0;0,27
B0CVN2P12K;OT-GL-L-KeyboardPad-Brown;6234-Kahverengi;Keyboard Pad Large;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVMYWWR3;OT-GL-L-KeyboardPad-Black;6234-Siyah;Keyboard Pad Large;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVMQ6JS8;OT-GL-M-KeyboardPad-Brown;6235-Kahverengi;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVN875J3;OT-GL-M-KeyboardPad-Black;6235-Siyah;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVN24PBF;OT-GL-S-KeyboardPad-Brown;6236-Kahverengi;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVN1R2N2;OT-GL-S-KeyboardPad-Black;6236-Siyah;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVL59SWG;OT-PU-L-KeyboardPad-White;6237-Beyaz;Keyboard Pad Large;0,5;;2,04;9,27;1,12;0;0,00;15,0;0,31
B0CVKZ7VYB;OT-PU-L-KeyboardPad-Gray;6237-Gri;Keyboard Pad Large;0,5;;2,04;9,27;1,12;0;0,00;15,0;0,31
B0CVLF4KPL;OT-PU-L-KeyboardPad-Brown;6237-Kahverengi;Keyboard Pad Large;0,5;;2,04;9,27;1,12;0;0,00;15,0;0,31
B0CVLBLT7F;OT-PU-L-KeyboardPad-Red;6237-Kırmızı;Keyboard Pad Large;0,5;;2,04;9,27;1,12;0;0,00;15,0;0,31
B0CVL6LR1P;OT-PU-L-KeyboardPad-Black;6237-Siyah;Keyboard Pad Large;0,5;;2,04;9,27;1,12;0;0,00;15,0;0,31
B0CVL6VK77;OT-PU-S-KeyboardPad-White;6238-Beyaz;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVLD4NM3;OT-PU-S-KeyboardPad-Gray;6238-Gri;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVL1PRCY;OT-PU-S-KeyboardPad-Brown;6238-Kahverengi;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVKVH6TJ;OT-PU-S-KeyboardPad-Red;6238-Kırmızı;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVL1H6GH;OT-PU-S-KeyboardPad-Black;6238-Siyah;Keyboard Pad Small;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVLCWPJH;OT-PU-M-KeyboardPad-White;6239-Beyaz;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVKVHJ8H;OT-PU-M-KeyboardPad-Gray;6239-Gri;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVLCPSPQ;OT-PU-M-KeyboardPad-Brown;6239-Kahverengi;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVLF7PQ5;OT-PU-M-KeyboardPad-Red;6239-Kırmızı;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0CVL8S2BG;OT-PU-M-KeyboardPad-Black;6239-Siyah;Keyboard Pad Medium;0,5;;1,43;9,27;1,12;0;0,00;15,0;0,21
B0D5CW5519;MG-Chelly-Strap-Brown;6240-Kahverengi;Chelly Kemer-Deri Etnic;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D5CTRLJT;MG-Chelly-Strap-Blue;6241-Mavi;Chelly Kemer-Deri Blue Drop;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D5CVFJCW;MG-Chelly-Strap-Purple;6242-Mor;Chelly Kemer-Deri Mozaik;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D47N9G9Z;MG-Anza-Strap-Red;6243-Kırmızı/Siyah;Anza Kemer;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D47L2PTL;MG-Anza-Strap-LBrown;6243-Taba/Siyah;Anza Kemer;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D47L6DYN;MG-Anza-Strap-Green;6244-Haki/Siyah;Anza Kemer;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
6200-Oliv;OT-CigarCase-Olive;6245-Haki;Turquino Logolu Puro Kılıfı;0,5;;5,51;9,27;1,12;0;0,00;15,0;0,83
B0D5CVXCPM;MG-Chelly-Strap-Green;6282-Haki;Chelly Kemer-Deri Mozaik;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0D5CX842F;MG-Chelly-Strap-Camel;6283-Camel;Chelly Kemer-Deri Mozaik;0,5;;2,14;9,27;1,12;0;0,00;15,0;0,32
B0F9LH2CXR;OT-GeLet-Belmont-Watchbox-Green;6292-Haki;Saat Kutusu - 3 Bölmeli;1;;0,00;9,54;1,12;14,5;0,00;15,0;0,00
B0F9LJ19DH;OT-GeLet-Belmont-Watchbox-Brown;6292-Kahverengi;Saat Kutusu - 3 Bölmeli;1;;0,00;9,54;1,12;14,5;0,00;15,0;0,00
B0F9LKV4Q6;OT-GeLet-Belmont-Watchbox-Black;6292-Siyah;Saat Kutusu - 3 Bölmeli;1;;0,00;9,54;1,12;14,5;0,00;15,0;0,00
B0DGTRHFZ9;OT-GeLet-L-Mousepad-Damson;6293-Bordo;Geniş Mouse Pad Küçük -SOHO;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DGTZ9859;OT-GeLet-L-Mousepad-Green;6293-Haki;Geniş Mouse Pad Küçük -SOHO;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DGTWJPFY;OT-GeLet-L-Mousepad-Brown;6293-Kahverengi;Geniş Mouse Pad Küçük -SOHO;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DGTZDT1F;OT-GeLet-L-Mousepad-Black;6293-Siyah;Geniş Mouse Pad Küçük -SOHO;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DGTXS1N3;OT-GeLet-L-Mousepad-Mink;6293-Vizon;Geniş Mouse Pad Küçük -SOHO;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3P8KYW6;OT-Pu-Let-L-Mousepad-White;6294-Beyaz;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3P9SLBB;OT-Pu-Let-L-Mousepad-Gray;6294-Gri;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3PB46Y1;OT-Pu-Let-L-Mousepad-Brown;6294-Kahverengi;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3P98YWG;OT-Pu-Let-L-Mousepad-Red;6294-Kırmızı;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3P97TTW;OT-Pu-Let-L-Mousepad-Black;6294-Siyah;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F3P9STF5;OT-Pu-Let-L-Mousepad-LBrown;6294-Taba;Geniş Mouse Pad - Küçük;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DQYQ8GW5;MG-Gelet-Watchband-M-Brown;6299-Kahverengi;Apple Watch Strap - Erkek;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B07MQL8F6H;MG-Gelet-Watchband-M-Black;6299-Siyah;Apple Watch Strap - Erkek;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DQYDLJLK;MG-Gelet-Watchband-M-Mink;6299-Vizon;Apple Watch Strap - Erkek;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DQYDXKPM;MG-Gelet-Watchband-W-Brown;6300-Kahverengi;Apple Watch Strap - Kadın;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DQYCY4QC;MG-Gelet-Watchband-W-Black;6300-Siyah;Apple Watch Strap - Kadın;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0DQYGRQBQ;MG-Gelet-Watchband-W-Mink;6300-Vizon;Apple Watch Strap - Kadın;0,5;;0,00;9,27;1,12;0;0,00;15,0;0,00
B0F9LKXSZ2;OT-Aspen-CottonStrap-Camel;6313-Camel;Coton Kemer;0,5;;0,00;9,27;1,12;7;0,00;15,0;0,00
B0F9LHM6JD;OT-Aspen-CottonStrap-LBrown;6313-Taba;Coton Kemer;0,5;;0,00;9,27;1,12;7;0,00;15,0;0,00
B0F9LHWFW1;OT-Aspen-CottonStrap-Chestnut;6314-Kestane;Coton Kemer;0,5;;0,00;9,27;1,12;7;0,00;15,0;0,00
B07VTMSF1Y;ZSTK-LetMessenger-Mini-Camel;7005-Camel;Küçük Kamera Çantası;1,5;;6,96;9,81;1,12;8;0,56;15,0;1,04
B07VW5MF9K;ZSTK-LetMessenger-Mini-Maroon;7005-Kırmızı;Küçük Kamera Çantası;1,5;;6,96;9,81;1,12;8;0,56;15,0;1,04
B07VV1W9VX;ZSTK-LetMessenger-Mini-Green;7005-Oliv;Küçük Kamera Çantası;1,5;;6,96;9,81;1,12;8;0,56;15,0;1,04
B07VQCVKXT;ZSTK-LetMessenger-Mini-Cinnamon;7005-Taba;Küçük Kamera Çantası;1,5;;6,96;9,81;1,12;8;0,56;15,0;1,04
B07QYZZYPG;ZSTK-LetMessenger-Horizontal-Maroon;7012-Bordo;Yatay Kamera Çantası-Bordo;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07QZ22452;ZSTK-LetMessenger-Horizontal-Green;7012-Haki;Yatay Kamera Çantası-Haki;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B076ZSG8Q4;ZSTK-LetMessenger-Horizontal-Brown;7012-Kahverengi;Yatay Kamera Çantası-Soho;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B076ZSMHCH;ZSTK-LetMessenger-Horizontal-Blue;7012-Mavi;Yatay Kamera Çantası;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B076ZR1DQX;ZSTK-LetMessenger-Horizontal-Black;7012-Siyah;Yatay Kamera Çantası;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07QZ1TD9H;ZSTK-LetMessenger-Horizontal-Mink;7012-Vizon;Yatay Kamera Çantası Vizon;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07QZ2LW9L;ZSTK-LetMessenger-Vertical-Maroon;7015-Bordo;Dikey Kamera Çantası-Bordo;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B07QXXHXD6;ZSTK-LetMessenger-Vertical-Green;7015-Haki;Dikey Kamera Çantası-Haki;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B076ZRBQDP;ZSTK-LetMessenger-Vertical-Brown;7015-Kahverengi;Dikey Kamera Çantası-Soho;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B076ZSH7N2;ZSTK-LetMessenger-Vertical-Blue;7015-Mavi;Dikey Kamera Çantası;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B076ZTGWZM;ZSTK-LetMessenger-Vertical-Black;7015-Siyah;Dikey Kamera Çantası;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B07QZ17RTT;ZSTK-LetMessenger-Vertical-Mink;7015-Vizon;Dikey Kamera Çantası-Vizon;2;;19,51;10,08;1,12;8,5;1,66;15,0;2,93
B07B51Z8LP;OT-MacBag-13-Blue;7017-Mavi;13.3 Macbook Çantası-Blue Drop;1;;7,77;9,54;1,12;8;0,62;15,0;1,17
B07B528Q2Z;OT-MacBag-13-Purple;7018-Mor;13.3 Macbook Çantası-Geometrik Mozaik;1;;7,09;9,54;1,12;8;0,57;15,0;1,06
B07B52FVHW;OT-MacBag-13-Brown;7019-Kahverengi;13.3 Macbook Çantası-Ethnic;1;;7,90;9,54;1,12;8;0,63;15,0;1,19
B07B529XWR;OT-MacBag-15-Blue;7020-Mavi;15 Macbook Çantası-Blue Drop;1;;8,76;9,54;1,12;8;0,70;15,0;1,31
B07B5182F1;OT-MacBag-15-Purple;7021-Mor;15 Macbook Çantası-Geometrik Mozaik;1;;7,97;9,54;1,12;8;0,64;15,0;1,19
B07B51KDFL;OT-MacBag-15-Brown;7022-Kahverengi;15 Macbook Çantası Ethnic;1;;8,89;9,54;1,12;8;0,71;15,0;1,33
B07BBQKJQJ;OT-Bag-TravelBag-L.Brown;7023-Kahverengi;Seyahat Çantası-Rustik;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B07BBTDSDS;OT-Bag-TravelBag-Black;7023-Siyah;Seyahat Çantası-Rustik;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B07BBMZJP4;OT-Bag-TravelBag-WovenFabric;7024-Kahverengi;Seyahat Çantası -Plum;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B07BMVFWH4;OT-Bag-MakeUpBag-Purple;7025-Mor;Makyaj Çantası;0,5;;1,93;9,27;1,12;4,5;0,09;15,0;0,29
B07BMS14YC;OT-Bag-MakeUpBag-Pink;7025-Pembe;Makyaj Çantası;0,5;;1,93;9,27;1,12;4,5;0,09;15,0;0,29
B07BMS1CKL;OT-Bag-MakeUpBag-Black;7025-Siyah;Makyaj Çantası;0,5;;1,93;9,27;1,12;4,5;0,09;15,0;0,29
B07C8LXRMR;OT-Bag-MakeUpBag-L.Brown;7025-Taba;Makyaj Çantası;0,5;;1,93;9,27;1,12;4,5;0,09;15,0;0,29
B07HF687XT;ZSTK-PuMessenger-Horizontal-Dark Brown;7026-Kahverengi;Yatay Kamera Çantası-Suni;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07HF4G46N;ZSTK-PuMessenger-Horizontal-Black;7026-Siyah;Yatay Kamera Çantası-Suni;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07HF56KN7;ZSTK-PuMessenger-Horizontal-Light Brown;7026-Taba;Yatay Kamera Çantası-Suni;2;;11,77;10,08;1,12;9;1,06;15,0;1,77
B07HCRH6NP;ZSTK-PuMessenger-Vertical-Dark Brown;7027-Kahverengi;Dikey Kamera Çantası-Suni;2;;10,40;10,08;1,12;9;0,94;15,0;1,56
B07HCNKS6Y;ZSTK-PuMessenger-Vertical-Black;7027-Siyah;Dikey Kamera Çantası-Suni;2;;10,40;10,08;1,12;9;0,94;15,0;1,56
B07HCJ7NPJ;ZSTK-PuMessenger-Vertical-Light Brown;7027-Taba;Dikey Kamera Çantası-Suni;2;;10,40;10,08;1,12;9;0,94;15,0;1,56
B08D3NWK28;ZSTK-GeLet-Macbook15-Maroon;7028-Bordo/Gri;15 KEÇELİ MACBOOK ÇANTASI;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B08D3CC83G;ZSTK-GeLet-Macbook15-Olive;7028-Haki/Siyah;15 KEÇELİ MACBOOK ÇANTASI;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B07QKFKP1Q;ZSTK-GeLet-Macbook15-Brown;7028-Kahverengi/Siyah;15 KEÇELİ MACBOOK ÇANTASI-SOHO;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B07QH7D37R;ZSTK-GeLet-Macbook15-DarkBlue;7028-Mavi/Gri;15 KEÇELİ MACBOOK ÇANTASI;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B08D3DKKXY;ZSTK-GeLet-Macbook15-Gray;7028-Siyah/Gri;15;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B08D3LJR5Y;ZSTK-GeLet-Macbook15-Black;7028-Siyah/Siyah;15 KEÇELİ MACBOOK ÇANTASI;1;;5,27;9,54;1,12;8;0,42;15,0;0,79
B08D3B5DFV;ZSTK-GeLet-Macbook13.3-Maroon;7033-Bordo/Gri;13 KEÇELİ MACBOOK ÇANTASI;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B08D39W3F1;ZSTK-GeLet-Macbook13.3-Olive;7033-Haki/Siyah;13;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B07QH2K8X5;ZSTK-GeLet-Macbook13.3-Brown;7033-Kahverengi/Siyah;13 KEÇELİ MACBOOK ÇANTASI;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B07QJ6XCKJ;ZSTK-GeLet-Macbook13.3-DarkBlue;7033-Mavi/Gri;13 KEÇELİ MACBOOK ÇANTASI;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B08D3M6QMP;ZSTK-GeLet-Macbook13.3-Gray;7033-Siyah/Gri;13 KEÇELİ MACBOOK ÇANTASI;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B08D36NJRZ;ZSTK-GeLet-Macbook13.3-Black;7033-Siyah/Siyah;13 KEÇELİ MACBOOK ÇANTASI;1;;5,30;9,54;1,12;8;0,42;15,0;0,80
B08HJ2W1KH;OT-GeLet-GondolBag-Camel;7035-Camel;Londo Gondol Bag;1;;1,93;9,54;1,12;4,5;0,09;15,0;0,29
B08HM765GN;OT-GeLet-GondolBag-Red;7035-Kırmızı;Londo Gondol Bag;1;;1,93;9,54;1,12;4,5;0,09;15,0;0,29
B08HM9HYDS;OT-GeLet-GondolBag-Cinnamon;7035-Taba;Londo Gondol Bag;1;;1,93;9,54;1,12;4,5;0,09;15,0;0,29
B08HM7VB3W;OT-GeLet-GondolBag-Brown;7036-Kahverengi;Londo Gondol Bag;1;;1,93;9,54;1,12;4,5;0,09;15,0;0,29
B089VRTYLZ;OT-GeLetTravelBag-Fat-Camel;7039-Camel;TOMBİK SEYAHAT ÇANTASI;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B089WFLQT9;OT-GeLetTravelBag-Fat-Red;7039-Kırmızı;TOMBİK SEYAHAT ÇANTASI;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B089WGFNFP;OT-GeLetTravelBag-Fat-Cinnamon;7039-Taba;TOMBİK SEYAHAT ÇANTASI;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B089WGT1NS;OT-GeLetTravelBag-Fat-Brown;7041-Kahverengi;TOMBİK SEYAHAT ÇANTASI URETILMEYECEK;1;;3,00;9,54;1,12;8;0,24;15,0;0,45
B0978MBBMM;OT-Ottana-Hbag-Blue;7043-Lacivert;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B0978MPHPN;OT-Ottana-Hbag-Purple;7043-Mor;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B0978M9N5K;OT-Ottana-Hbag-Black;7043-Siyah;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B0978MQ27Y;OT-Ottana-Hbag-Mink;7043-Vizon;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B0978LHTQL;OT-Ottana-Hbag-Damson;7044-Bordo;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B0978MBL6Z;OT-Ottana-Hbag-Green;7044-Haki;OTTANA El Çantası;0,5;;9,79;9,27;1,12;4.5 & 8.5;0,88;15,0;1,47
B08FDXYDCQ;OT-GeLet-ToteBag-Brown;7045-Kahverengi;Londo Tote Bag;5;;4,28;15,17;1,12;8;0,34;15,0;0,64
B08FDXN36C;OT-GeLet-ToteBag-Black;7046-Siyah;Londo Tote Bag-Soho;5;;4,28;15,17;1,12;8;0,34;15,0;0,64
B0916BW2YF;MG-ZSTK-Business-GeLet-Bag-Olive;7047-Haki;Business Kamera Çantası Deri;5;;25,13;15,17;1,12;8;2,01;15,0;3,77
B09161XHJP;MG-ZSTK-Business-GeLet-Bag-Brown;7047-Kahverengi;Business Kamera Çantası Deri;5;;25,13;15,17;1,12;8;2,01;15,0;3,77
B0916CHZMP;MG-ZSTK-Business-GeLet-Bag-Black;7047-Siyah;Business Kamera Çantası Deri;5;;25,13;15,17;1,12;8;2,01;15,0;3,77
B08D3JT5CD;ZSTK-GeLet-Macbook13.3-Camel;7053-Camel/Siyah;13 KEÇELİ MACBOOK ÇANTASI;1;;5,03;9,54;1,12;8;0,40;15,0;0,75
B08D3DFX68;ZSTK-GeLet-Macbook13.3-Red;7053-Kırmızı/Siyah;13 KEÇELİ MACBOOK ÇANTASI;1;;5,03;9,54;1,12;8;0,40;15,0;0,75
B08D3D4J1P;ZSTK-GeLet-Macbook15-Camel;7056-Camel/Siyah;15 KEÇELİ MACBOOK ÇANTASI;1;;4,96;9,54;1,12;8;0,40;15,0;0,74
B08D3HG1LR;ZSTK-GeLet-Macbook15-Red;7056-Kırmızı/Siyah;15 KEÇELİ MACBOOK ÇANTASI;1;;4,96;9,54;1,12;8;0,40;15,0;0,74
B0CVQCTV33;MG-GeLet-Valley-Camel;7063-Camel;Megagear Harper Bagpack;4;;15,52;14,46;1,12;8,5;1,32;15,0;2,33
B0CVQH17QM;MG-GeLet-Valley-Brown;7063-Taba;Megagear Harper Bagpack;4;;15,52;14,46;1,12;8,5;1,32;15,0;2,33
B0CVQ89CPJ;MG-GeLet-Valley-Chestnut;7064-Kestane;Megagear Harper Bagpack;4;;15,52;14,46;1,12;8,5;1,32;15,0;2,33
B08GCVHCGC;OT-GeLet-ToteBag2-Brown;7065-Kahverengi;Londo La Biche Tote;5;;15,52;15,17;1,12;8,5;1,40;15,0;2,33
B08GCTRXPD;OT-GeLet-ToteBag2-Chestnut Brown;7066-Kestane;Londo La Biche Tote;5;;15,52;15,17;1,12;8,5;1,40;15,0;2,33
B095WRKH9H;OT-MacBag-13-Black;7074-Siyah;13.3 Macbook Çantası;1;;7,52;9,54;1,12;8;0,60;15,0;1,13
B095WRFCYJ;OT-MacBag-13-Mink;7075-Vizon;13.3 Macbook Çantası-Soho;1;;7,93;9,54;1,12;8;0,63;15,0;1,19
B095WQMVR9;OT-MacBag-13-Camel;7076-Camel;13.3 Macbook Çantası-Tiger;1;;7,27;9,54;1,12;8;0,58;15,0;1,09
B095WRDKPF;OT-MacBag-13-Cinnamon;7077-Taba;13.3 Macbook Çantası-Tiger;1;;7,25;9,54;1,12;8;0,58;15,0;1,09
B095WQ8Z1W;OT-MacBag-15-Black;7079-Siyah;15 Macbook Çantası;1;;8,51;9,54;1,12;8;0,68;15,0;1,28
B095WPZCYN;OT-MacBag-15-Mink;7080-Vizon;15 Macbook Çantası-Soho;1;;8,92;9,54;1,12;8;0,71;15,0;1,34
B095WQZD79;OT-MacBag-15-Camel;7081-Camel;15 Macbook Çantası-Tiger;1;;8,15;9,54;1,12;8;0,65;15,0;1,22
B095WQXD9N;OT-MacBag-15-Cinnamon;7082-Taba;15 Macbook Çantası-Tiger;1;;8,13;9,54;1,12;8;0,65;15,0;1,22
B096FQXQHB;OT-Retro-Mac-13-Black;7084-Siyah;Retro 13 Macbook Çantası;1;;4,59;9,54;1,12;4,5;0,21;15,0;0,69
B096FRSPS3;OT-Retro-Mac-13-Camel;7085-Camel;Retro 13 Macbook Çantası;1;;4,59;9,54;1,12;4,5;0,21;15,0;0,69
B096FQHQPL;OT-Retro-Mac-13-Red;7085-Kırmızı;Retro 13 Macbook Çantası;1;;4,59;9,54;1,12;4,5;0,21;15,0;0,69
B096FRLHSJ;OT-Retro-Mac-13-Olive;7085-Oliv;Retro 13 Macbook Çantası;1;;4,59;9,54;1,12;4,5;0,21;15,0;0,69
